id,ACTION
1,0.08304655151056141
2,0.887285193687749
3,0.9999999989333048
4,0.9615410494554438
5,0.9999999972803093
6,0.9999999850765702
7,0.882302619296865
8,0.9999999999306896
9,0.38928598488422944
10,0.9076503354865894
11,0.9999999949059043
12,0.5671176845603275
13,0.8817203283955592
14,0.10924026407785499
15,0.5529923344557974
16,0.7782356893373277
17,0.43769298278116264
18,0.20244347156619938
19,0.9458312138898206
20,0.9821173526858529
21,0.9999999997619382
22,0.9999999822266646
23,0.11549347696958484
24,0.9999999961193909
25,0.63006032552855
26,0.9683715280852697
27,0.7816698747246378
28,0.06023600324640177
29,0.96957293260031
30,0.6373815913344777
31,0.769346854859831
32,0.8296368671384665
33,0.9999999865709777
34,0.5664335746574322
35,0.8034039144895067
36,0.5846945374043918
37,0.8159164694895702
38,0.9969948069955918
39,0.40142897933374083
40,0.5721851820874578
41,0.8884865490819166
42,0.9999999908406876
43,0.9233848734530737
44,0.9716334295828705
45,0.9922749701177763
46,0.8281202101040644
47,0.9999999999999998
48,0.5341826771844462
49,0.9999999999539313
50,0.9999999970298774
51,0.9418096065166264
52,0.814853068796773
53,0.8973370441251054
54,0.9999999985861981
55,0.23203533112809774
56,0.6505085399961037
57,0.8841489505839354
58,0.9999999997352715
59,0.9487411320814096
60,0.9999999999999998
61,0.9999999958074075
62,0.3497138601845863
63,0.9999999920321897
64,0.9999999976644091
65,0.9890471378101838
66,0.9999999999999998
67,0.5618119575431773
68,0.9999999988810685
69,0.40558809661273754
70,0.15774122580009628
71,0.35435021851065013
72,0.9999999969853299
73,0.9038740349329802
74,0.9999999996512485
75,0.9590940465021716
76,0.9920834620812479
77,0.995432721658433
78,0.18409351999061432
79,0.22959578344407786
80,0.9999999997666528
81,0.9999999987256403
82,0.9999999977763234
83,0.8546754450281971
84,0.9999999947780416
85,0.6600142192634584
86,0.5272680580049665
87,0.9999999909026129
88,0.999999999802734
89,0.9999999969186494
90,0.8449144137256578
91,0.9999999990137272
92,0.02108317288755364
93,0.9999999999999998
94,0.6491462397919888
95,0.9999999973187271
96,0.9999999991486787
97,0.04173092937033748
98,0.984142936837779
99,0.9999999285992215
100,0.9999999956677618
101,0.6018009795278378
102,0.005607491001669186
103,0.9270126853307232
104,0.8695957757088739
105,0.5813457628964495
106,0.9668436275627023
107,0.967399764346022
108,0.4839540131558388
109,0.9572539763232877
110,0.8886902998028775
111,0.2753043598818083
112,0.47824165566551097
113,0.9999999922192631
114,0.9999999999999998
115,0.5120003791516388
116,0.6340825808585879
117,0.992853073874964
118,0.6558472614634548
119,0.9999999999999998
120,0.9999999999999998
121,0.992524437563435
122,0.9999999948342885
123,0.012419399021935293
124,0.9800955988798733
125,0.9999999994482294
126,0.4846220617070191
127,0.012188232382010545
128,0.3414869792844693
129,0.9999999381705221
130,0.5978948327854307
131,0.9078888446109115
132,0.8287960421903718
133,0.9693809447900512
134,0.17474769037089188
135,0.9999999983146429
136,0.020449314713069038
137,0.9496974802915196
138,0.9325160726012527
139,0.19640338534568363
140,0.9999999982793919
141,0.9791569750557185
142,0.4424855237496207
143,0.9450032734860536
144,0.999999999981893
145,0.9999999999999998
146,0.30611418779447097
147,0.13967802934257803
148,0.446667064330478
149,0.9999999998286927
150,0.9999999887142843
151,0.9567177249983116
152,0.8346615499284316
153,0.9092574851248704
154,0.05795689421947778
155,0.46276433213832724
156,0.49586093556808003
157,0.9627520083566881
158,0.8459750645226992
159,0.9857876985562477
160,0.7917728042242588
161,0.20345454804826965
162,0.8254881720990164
163,0.996322565459113
164,0.9999999485666178
165,0.999999992232974
166,0.9999999999999998
167,0.7115172031459777
168,0.9999999953114396
169,0.9001520469866591
170,0.9999999964541223
171,0.960421656552615
172,0.9999999844063849
173,0.8978355161296957
174,0.9999999990328615
175,0.9999999850965087
176,0.9999999999994645
177,0.45092293912358805
178,0.9999999999999998
179,0.9999999996581681
180,0.13967802934257803
181,0.01840615530082925
182,0.5978948327854307
183,0.9344761332715665
184,0.3193597116854303
185,0.8172283455424575
186,0.39076625713233254
187,0.9999999996766081
188,0.7777589005295423
189,0.07775136270434033
190,0.44896464190184954
191,0.9999999999999998
192,0.9999999986227588
193,0.9999999977377894
194,0.9963646242941552
195,0.9683832158667618
196,0.9999999978999545
197,0.9999999903596486
198,0.8072263917818492
199,0.703625196580484
200,0.09986871439902677
201,0.7603302318247523
202,0.9855326312492604
203,0.6522986308267483
204,0.6611242866564239
205,0.9999999996839937
206,0.9477110969798809
207,0.882893594060822
208,0.6476420638144761
209,0.6061456250562642
210,0.4382473886809123
211,0.919081475923955
212,0.5559553560949707
213,0.9999999999999998
214,0.36480450807918613
215,0.9999999940901979
216,0.30838017803468815
217,0.6299357628905559
218,0.9999999763718648
219,0.9999999935351696
220,0.5226208662372362
221,0.11632974909697998
222,0.99999999960089625
223,0.9999999999999998
224,0.5461518412913442
225,0.9782258619965011
226,0.27853889884227734
227,0.4273521059976144
228,0.572349700086292
229,0.9999999978978734
230,0.9361425987476668
231,0.5713669630467811
232,0.23591406309386767
233,0.472432309221485
234,0.03935316969872796
235,0.6471222334823887
236,0.7040730428305636
237,0.5542230376763704
238,0.4905974231351047
239,0.8745879231787214
240,0.9999999986304338
241,0.7761014971620884
242,0.5560962634646132
243,0.18931466215943923
244,0.9999999908924743
245,0.7784586453278063
246,0.9650326795175289
247,0.6567905950400156
248,0.7978530343655106
249,0.9161275479493272
250,0.9865637718866775
251,0.9695681661483838
252,0.8107322570330044
253,0.9999999998748881
254,0.9996773369280961
255,0.9999999999851535
256,0.4170044879620978
257,0.29455155673169287
258,0.16930101740336573
259,0.19647315501828572
260,0.9999999998153174
261,0.9999999455047348
262,0.7534385548869521
263,0.904538353816114
264,0.9967698131050433
265,0.9999999969144038
266,0.6476420638144761
267,0.6587133003387791
268,0.9886402091564975
269,0.9161275479493272
270,0.7479926827277198
271,0.9603321608860913
272,0.7738667971810372
273,0.9906308518209604
274,0.4629348447946335
275,0.9999999850692372
276,0.9999999975250609
277,0.9952400630777641
278,0.9999999999767258
279,0.9463973535018473
280,0.30696499513841424
281,0.9999999999999998
282,0.9913795038981517
283,0.9742766768472908
284,0.7210951524420864
285,0.8514767723430534
286,0.944530392273852
287,0.9999999997940593
288,0.9999999992885165
289,0.6372966713249788
290,0.9999999969144038
291,0.33891093149003215
292,0.7575102838741122
293,0.9999999919286882
294,0.9999999988414778
295,0.9999999870916387
296,0.02354410562101447
297,0.028673149169785174
298,0.8540282062831676
299,0.024047746667260315
300,0.9999999951504166
301,0.710062094648617
302,0.9420719401211699
303,0.10188698233334893
304,0.2837351410677543
305,0.9999999855657022
306,0.9234949495278189
307,0.6600142192634584
308,0.9999999998528762
309,0.27743047453760494
310,0.9999999951593002
311,0.9928876123305886
312,0.98458334746487
313,0.6673153980413274
314,0.973023734264281
315,0.9999999999999998
316,0.9229484309526208
317,0.4891904702102851
318,0.9630337666554074
319,0.0734829493121925
320,0.9884355435578681
321,0.9953998599135425
322,0.024921755455325545
323,0.9999999999999998
324,0.9999999904278141
325,0.9999999983495483
326,0.10163997890723847
327,0.9462458773598397
328,0.9999999995685515
329,0.8156292068560166
330,0.8531273317323309
331,0.9999999953024541
332,0.5262773226752036
333,0.8698942921652972
334,0.20990307402365796
335,0.9999999935954607
336,0.6275616499272136
337,0.7889711303588305
338,0.8161662135519663
339,0.3453683143180479
340,0.8551442620113697
341,0.9853178647067622
342,0.918475580655029
343,0.4998703154117524
344,0.9999999999999998
345,0.99999999995512
346,0.9955562404446106
347,0.16021047629658952
348,0.8636672899593643
349,0.9862438546401687
350,0.9999999729788538
351,0.3516410989725294
352,0.9999999999707513
353,0.9052723840218543
354,0.25823308783918253
355,0.5397095671110071
356,0.9767691360823357
357,0.6164762544230881
358,0.6363222209182803
359,0.4402016653757995
360,0.7471868693858064
361,0.5019724706958949
362,0.9747228267287523
363,0.7507918094316535
364,0.23957113139922145
365,0.9999999998456924
366,0.9960648999793648
367,0.999999993891372
368,0.9999999969420416
369,0.9999999932860928
370,0.6811733757354126
371,0.7613017844378877
372,0.9999999829620385
373,0.3793759124693704
374,0.05099598900410892
375,0.5138197509059151
376,0.999999998745557
377,0.015397476661480511
378,0.8788624044204032
379,0.9999999999999998
380,0.3936607039089864
381,0.45803184129012203
382,0.5341826771844462
383,0.9984169213169597
