id,ACTION
1,0.48678566401173834
2,0.6026303511564877
3,0.639423004684921
4,0.5738566446251194
5,0.6695624701483848
6,0.644263927626255
7,0.5150815542442928
8,0.7280718184214126
9,0.4647598197415101
10,0.5625912028388651
11,0.6074053214472878
12,0.5412721917360293
13,0.602195324253652
14,0.40679252116302855
15,0.5483455831945212
16,0.5857110882362865
17,0.4077150526229408
18,0.4822666892597025
19,0.6743259896968438
20,0.6663406796628127
21,0.6723482399917815
22,0.5494977279293667
23,0.6229879632073098
24,0.5582500363575107
25,0.667965956168626
26,0.5302965152567202
27,0.5989498987659552
28,0.5615213528898969
29,0.6055083084495463
30,0.5069605826367141
31,0.6101278722847777
32,0.5767668720279783
33,0.5881869480488913
34,0.6306543398888187
35,0.5957519127565776
36,0.6512217319833247
37,0.5589692511218319
38,0.6552224310354595
39,0.5668442773330205
40,0.5321088384544685
41,0.440524107823335
42,0.6450190409008161
43,0.5739906435516048
44,0.6284567577877779
45,0.6397059470984633
46,0.5537423413689694
47,0.6943031593956421
48,0.5916541115889555
49,0.7285591788819894
50,0.6130999398637502
51,0.5273136198927257
52,0.6194622547836026
53,0.5591751814576986
54,0.667205214613092
55,0.6416544657345455
56,0.6086215840776421
57,0.5721937768615905
58,0.6720500267728285
59,0.6233572678849888
60,0.6699130470201539
61,0.6332200366437511
62,0.667985921020291
63,0.5898000055871536
64,0.6599889558411788
65,0.6661939910858634
66,0.6066084222536345
67,0.5682418376765305
68,0.6931080257688362
69,0.5768378876115436
70,0.40803807319495383
71,0.580495467074726
72,0.6220673573241297
73,0.6601498827318595
74,0.6468411968067739
75,0.6112695432278473
76,0.6290260922127037
77,0.6526426001472828
78,0.5005215140470706
79,0.45381615189660035
80,0.6284628667308242
81,0.6944648381440091
82,0.6345540147200354
83,0.6119556657060669
84,0.6309639227240499
85,0.6023380730913002
86,0.5673263070611416
87,0.588145930264066
88,0.6342354405576358
89,0.6334778417046856
90,0.5183864851551354
91,0.5771996274788487
92,0.4410458579066559
93,0.6671156645917992
94,0.5782102558334306
95,0.608863449919054
96,0.6478309811440783
97,0.42769007073066145
98,0.6128136043588537
99,0.6257352386726387
100,0.6536646296715116
101,0.5640514984114029
102,0.4757251632881716
103,0.6195832932469634
104,0.5411332922903609
105,0.47231030779024935
106,0.6232939923777204
107,0.6595416449410527
108,0.5880562420422168
109,0.6400548780750323
110,0.6126389079796769
111,0.4870640036390512
112,0.6035745275533563
113,0.5614359049577673
114,0.6662017192588983
115,0.6131509273450874
116,0.5520911837952408
117,0.5135692590977818
118,0.647846978743488
119,0.702130874566814
120,0.6264460461660774
121,0.5544557623861534
122,0.6462070072878421
123,0.5439001733168771
124,0.6718195549381641
125,0.6269252751948143
126,0.472636793318519
127,0.4578979877712313
128,0.49952270302813395
129,0.5791440728398007
130,0.5898162894150993
131,0.6454656259356644
132,0.6590642359661434
133,0.600463163855121
134,0.475516429928481
135,0.6664006699209855
136,0.5695574159693653
137,0.6299847461242329
138,0.5311963759213052
139,0.5575103716615047
140,0.6791575670300641
141,0.6333467695201529
142,0.6496238413122244
143,0.6387454400891668
144,0.6342439310610396
145,0.68256412758214
146,0.45204929369888797
147,0.39982536538447144
148,0.4746782303580644
149,0.6850290443628813
150,0.60149681739843
151,0.6722518848839614
152,0.4881149278692713
153,0.6227312422127679
154,0.5530862769423709
155,0.5913866594883828
156,0.5516079796188095
157,0.6184551447163116
158,0.6263536812428177
159,0.5858109917168698
160,0.5401230360718652
161,0.4773280134462994
162,0.652122430024173
163,0.673647783639028
164,0.5892147679668248
165,0.6379712672845169
166,0.7050080744693801
167,0.5185130333603163
168,0.615287189302521
169,0.5925026429348477
170,0.6208602093877583
171,0.6281001474605346
172,0.6340168467492766
173,0.5721445557268039
174,0.6254467367331855
175,0.6512209833639281
176,0.6469549055897436
177,0.5187248824051267
178,0.6208405237015266
179,0.6675817903551929
180,0.4677030198607584
181,0.42943114913715397
182,0.5710535464606744
183,0.47893676833231047
184,0.566391182829254
185,0.6385172601380392
186,0.4899724960618878
187,0.6559160150189841
188,0.5642963145061989
189,0.449972678455387
190,0.6404089553150032
191,0.7149382492647123
192,0.6133952416203959
193,0.6827328777435991
194,0.6527394407450043
195,0.5931798505638984
196,0.6613223658668025
197,0.6399101488271851
198,0.5572945861830898
199,0.6608344213745736
200,0.4655401186072355
201,0.6360354943224833
202,0.6234567772883103
203,0.5204885184642799
204,0.5552854139574945
205,0.6779256886173555
206,0.6293673984675348
207,0.6248124432896421
208,0.6073664590350869
209,0.43457923648072544
210,0.5273817291133771
211,0.517503848675976
212,0.5982105531048304
213,0.666436238134678
214,0.5777703571375152
215,0.6094358918582845
216,0.5324843415246945
217,0.5064164902476842
218,0.6629536444715788
219,0.6221736310597045
220,0.5076805908252267
221,0.37563365944839683
222,0.6841043107062259
223,0.6674478639229129
224,0.5807425656568019
225,0.5351459515644614
226,0.4800720836337392
227,0.5467569322299123
228,0.5938034268052843
229,0.6764256567593374
230,0.5966778859830135
231,0.5976580507624335
232,0.5679800592883496
233,0.5694534443238242
234,0.39797771820302763
235,0.5408269439470818
236,0.5341044014932622
237,0.5263063281546464
238,0.5315416431057765
239,0.5461668107838339
240,0.6313890097856678
241,0.5663224926484905
242,0.43324385758057293
243,0.44484476763444847
244,0.577041293479225
245,0.5295718875536716
246,0.6599844962463718
247,0.6085394474654986
248,0.5860461266845972
249,0.5930865083718503
250,0.6304086579191231
251,0.644850090087327
252,0.4925205744400409
253,0.6643872360160923
254,0.6573711714107061
255,0.6941245810796476
256,0.5802204199207259
257,0.6677444424321899
258,0.5105139436412729
259,0.4929444488491363
260,0.6614013439433925
261,0.5785171249418433
262,0.6062940533908017
263,0.6525102382950384
264,0.6636916467022913
265,0.6089991020358761
